finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Requirements, Codex-Arch, Codex-Edge, Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Cursor-Pragmatic, Cursor-dyn-rc-chain-integrity, Codex-dyn-rc-chain-integrity, Cursor-dyn-bash32-portability, Codex-dyn-bash32-portability	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Cursor-Edge, Codex-Edge, Codex-Innovation, Codex-Requirements, Cursor-dyn-rc-chain-integrity, Codex-dyn-rc-chain-integrity, Codex-dyn-bash32-portability	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_3	Codex-Arch, Codex-Innovation, Cursor-Requirements, Cursor-dyn-rc-chain-integrity, Codex-dyn-bash32-portability	accepted	YES	true	major	excellent	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Codex-Arch, Codex-Requirements	accepted	YES	partially-true	minor	good	true	Claude	YES	true	minor	good	false	Codex	YES	partially-true	minor	good	true	Cursor
FINDING_5	Codex-Edge	exonerated	EXONERATE	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
FINDING_6	Codex-Innovation, Cursor-Requirements	accepted	YES	partially-true	major	good	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Cursor-Requirements, Cursor-dyn-rc-chain-integrity	exonerated	EXONERATE	partially-true	nit	adequate	false	Claude	EXONERATE	partially-true	nit	adequate	false	Codex	EXONERATE	partially-true	nit	adequate	false	Cursor
FINDING_8	Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor
FINDING_9	Cursor-Requirements	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	adequate	false	Cursor
FINDING_10	Codex-Requirements	accepted	YES	partially-true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_11	Cursor-dyn-rc-chain-integrity, Codex-dyn-rc-chain-integrity	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_12	Cursor-dyn-rc-chain-integrity	exonerated	EXONERATE	true	nit	weak	false	Claude	NO	false-positive	nit	weak	false	Codex	EXONERATE	true	nit	weak	false	Cursor
